Order Id,Company Id,Company Name,Date,Order Value,Converted
III4SSOWCHFS17YQ,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,2018-04-12,4672,0
L257CSOXV5LEH9UH,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,2016-12-02,2996,1
MMCUCU4ON5MZ5OWY,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,2018-04-06,7911,0
KUP2CXA0GEUDD5QS,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,2018-10-18,2057,0
6LNSYOH9SR5Y2DFQ,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,2015-08-04,7321,0
WEOXQPAKVF3TYFZL,D3Q0HECTK80RRGGO,Excitatory Joint,2016-01-30,7807,0
E804D4882DAN5AG9,D3Q0HECTK80RRGGO,Excitatory Joint,2016-11-07,8981,0
1Z0BTY402ZTUFTWD,D3Q0HECTK80RRGGO,Excitatory Joint,2014-03-28,7133,0
SHZHLE9ETJIIKOJP,D3Q0HECTK80RRGGO,Excitatory Joint,2015-05-19,1453,0
CJD4ZTWZDVO1BBI8,D3Q0HECTK80RRGGO,Excitatory Joint,2014-11-21,2193,1
R4XRDUKBXHA4PEOP,D3Q0HECTK80RRGGO,Excitatory Joint,2017-09-17,5681,0
E9NAN8LHODUSVBKU,D3Q0HECTK80RRGGO,Excitatory Joint,2014-10-22,6208,0
JY6ATCZZOZUOK215,D3Q0HECTK80RRGGO,Excitatory Joint,2018-05-03,9014,0
HGBPUR77K9S4DTRR,D3Q0HECTK80RRGGO,Excitatory Joint,2018-06-28,9191,0
91RYCCZF02FIXGS6,D3Q0HECTK80RRGGO,Excitatory Joint,2017-01-20,9552,0
47I3EAUZMZUXKGPS,D3Q0HECTK80RRGGO,Excitatory Joint,2016-12-02,4900,0
SJXFU920L0K2QHXV,D3Q0HECTK80RRGGO,Excitatory Joint,2014-04-22,3205,1
SN7BEMDXX1RPF2UT,D3Q0HECTK80RRGGO,Excitatory Joint,2017-08-18,7681,0
MX2YPAEU69DUOQQZ,D3Q0HECTK80RRGGO,Excitatory Joint,2017-12-03,3445,0
MF12NN0TAJDIW7TK,D3Q0HECTK80RRGGO,Excitatory Joint,2014-09-20,2174,0
U303YUJXGRSJBK53,D3Q0HECTK80RRGGO,Excitatory Joint,2017-09-21,8371,0
O5ERYWAXQYGDEKNX,D3Q0HECTK80RRGGO,Excitatory Joint,2014-10-22,386,1
V40G67JI8A83ZD5K,D3Q0HECTK80RRGGO,Excitatory Joint,2014-11-01,6994,0
US1A0DHSYO98LPXQ,D3Q0HECTK80RRGGO,Excitatory Joint,2018-01-18,7766,1
X3KU73CF9D0XS3VO,D3Q0HECTK80RRGGO,Excitatory Joint,2016-12-10,3327,1
YCM5I6LNR2OHQYV4,D3Q0HECTK80RRGGO,Excitatory Joint,2018-12-23,6058,0
C7FC12OSXWX91T0O,D3Q0HECTK80RRGGO,Excitatory Joint,2018-05-10,6441,0
GNLNYNMPTR4931KT,KGJBNJQHPF0WZ6SI,Dandy Fist,2015-10-11,5798,0
NKTFNOZ5ERHKU4N5,KGJBNJQHPF0WZ6SI,Dandy Fist,2015-03-06,7506,0
7R64L37LXDA0I6F7,KGJBNJQHPF0WZ6SI,Dandy Fist,2017-05-24,3360,0
7TCLDC2ID53PVIL1,KGJBNJQHPF0WZ6SI,Dandy Fist,2016-08-21,7466,0
XW8G90SR3LUYUYPA,KGJBNJQHPF0WZ6SI,Dandy Fist,2017-07-12,5420,0
ZPF427Z87FFFWJNW,KGJBNJQHPF0WZ6SI,Dandy Fist,2016-11-28,2346,0
PNP8BB0B39BYWGL1,KGJBNJQHPF0WZ6SI,Dandy Fist,2015-03-21,8077,0
X897D4L4HN6PJXOB,KGJBNJQHPF0WZ6SI,Dandy Fist,2015-07-10,2780,0
YFWY6ML1I2EXZLCS,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-12-22,351,0
U5L3DIA4T868ALK7,KGJBNJQHPF0WZ6SI,Dandy Fist,2017-10-29,1527,0
UI4M5YYH938PQNUB,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-10-23,4661,0
P07DDK8SD27H0KXR,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-10-19,2253,0
KQTT4M3ZJXD22YZB,KGJBNJQHPF0WZ6SI,Dandy Fist,2014-07-21,1483,0
S3DAFDQR6LXTNH5O,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-04-07,6733,0
N0AUKE5HOBKPZVYA,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-04-16,5293,0
GMBH1O5T7P5SZOZZ,KGJBNJQHPF0WZ6SI,Dandy Fist,2017-08-10,8114,0
L5NHTF8CNED8BF19,KGJBNJQHPF0WZ6SI,Dandy Fist,2017-01-26,3556,0
IWT28DFEV57TT5JJ,KGJBNJQHPF0WZ6SI,Dandy Fist,2016-02-05,8187,0
XZ3ANE1ERIWGH3WP,KGJBNJQHPF0WZ6SI,Dandy Fist,2018-02-11,5111,0
UG3GDH1IBZMS455B,KGJBNJQHPF0WZ6SI,Dandy Fist,2016-07-13,3049,1
0MCKZMUWGRB11YO8,7FLAHMERFCITB6RT,Various Caesar,2014-08-11,1782,1
K0Y45BWK354B2OKA,7FLAHMERFCITB6RT,Various Caesar,2015-03-10,977,1
FJDG71C5R2K85AL3,7FLAHMERFCITB6RT,Various Caesar,2017-12-10,270,0
DIK1XR48OIZCN2K5,7FLAHMERFCITB6RT,Various Caesar,2017-07-06,1754,0
BV35V7ENONFVU7NM,7FLAHMERFCITB6RT,Various Caesar,2015-02-24,478,0
MC45IK7KAKVWUPPZ,7FLAHMERFCITB6RT,Various Caesar,2015-09-16,4017,0
X6ZDT6P0874W78RC,7FLAHMERFCITB6RT,Various Caesar,2014-10-02,2442,1
6485L77OUG59X2OT,7FLAHMERFCITB6RT,Various Caesar,2014-11-03,2118,0
22YSOLIP0T9DKIZV,7FLAHMERFCITB6RT,Various Caesar,2016-03-04,8036,0
20AXQRCM0KS0CXUY,7FLAHMERFCITB6RT,Various Caesar,2017-06-02,3528,0
4EX11YI1WDPC4X9S,7FLAHMERFCITB6RT,Various Caesar,2015-08-08,5800,1
MQOV98NN4CB77EQJ,7FLAHMERFCITB6RT,Various Caesar,2016-08-11,8063,0
8XTU6XYGO878LCKU,7FLAHMERFCITB6RT,Various Caesar,2016-09-25,7873,0
HKIEB5FCPQM7462E,7FLAHMERFCITB6RT,Various Caesar,2014-07-18,7007,0
XZC8I9HZ1S8X38IB,7FLAHMERFCITB6RT,Various Caesar,2018-06-25,2869,0
Q2NTDCNARNQVV4N5,7FLAHMERFCITB6RT,Various Caesar,2015-09-19,9107,0
0M4NXC9R68CXQBBX,7FLAHMERFCITB6RT,Various Caesar,2017-05-07,9192,0
AV26EZ6B8RU3XBKG,7FLAHMERFCITB6RT,Various Caesar,2016-05-03,7582,0
1PV5IN27W27TEL87,7FLAHMERFCITB6RT,Various Caesar,2016-12-22,7978,0
BIYM8E4SGXJIA97E,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2016-11-13,2873,0
UX2C1MDJ9F203UL2,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-04-06,4835,0
DQL5USGKJNNJVSNI,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2015-01-27,8501,0
P84WQ1CC9ABHS6S6,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-10-10,3475,0
UHKTOINVFEYMV562,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-08-11,3618,1
O13P6EZWBUNUSOUK,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2018-07-07,1806,0
5R1H2079QLL17D3U,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-10-30,4333,0
J40JLFEJUX25GA99,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-09-18,2065,0
N8FVMWHIHHUT78VI,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-03-17,9644,0
XSHEVFGFDM4P8B82,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2015-07-03,8895,1
O1B6G566ZLL24B9V,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2016-11-16,7807,0
Q8E7LOK7XL94PZJK,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2016-01-05,567,1
NZ5VWK4GACL1QLTW,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2018-02-12,6655,0
RMCP1DPP68JHNMZQ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-08-18,2917,0
E1FDSV5IG8Y9T2YL,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-10-08,4658,1
A9HO2L734OOU7DFC,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2015-01-07,3407,0
0BNOA7PMMRO9B685,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-05-13,4533,0
AIY1UNQ76NEAS142,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-03-02,1821,0
CQIWQ5OGLUR9EXI4,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2014-11-28,9917,0
WTL1WS0Y58KQ1P5Q,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-08-22,7060,1
EXLV8NQJOWWA3SGZ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2015-10-24,9660,0
7D5NP1FETHNE9G4H,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-10-04,3695,0
JDDBNI8K2MXEEGPD,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2015-02-20,4051,0
MCW5TOIBAUVQNTZS,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2016-12-24,6253,0
7IO0GPQDMZ7S7CMQ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2017-05-10,7129,0
PR3IBVO2O0QSW8DH,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2018-07-29,2687,0
8TR22C5VIXFOBX0L,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2014-05-09,2066,0
LD7ICLGCAPDVJAH0,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2014-07-18,4099,0
TARU7P801K80QV8F,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2016-08-20,5140,1
9GVA2LJJ7LLMQXUV,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2017-06-08,758,1
B5N53HUZUDIYYEEQ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2016-02-21,2306,0
SKCU5DZCO0X6STX0,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2018-01-20,9001,0
N7VO0G3FCUHN1DOK,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2015-10-06,711,0
L0N408YQ5QWWECST,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2015-07-06,1961,0
L0ANPFOCXB559AUQ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2016-09-15,4802,1
T0584YY2M13PLU1R,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2017-05-12,8606,0
NF1HZ2S7ES4UPUSW,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2016-03-19,3898,0
GBDXUHDI38G5FYPZ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2018-10-02,6224,0
08ED30RUYOG50EXB,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2016-02-16,2710,0
